,time,wind_speed,wind_direction,temperature,wind_power,theoretical_power
269,2022-12-12 05:00:00,9.447273,198.32483,14.202332,8530.0,5184.418170294589
270,2022-12-12 06:00:00,8.862307,203.71184,14.019836,8080.0,4279.626171029286
271,2022-12-12 07:00:00,8.357363,210.13751,13.815521,8410.0,3587.0885669037284
272,2022-12-12 08:00:00,8.093757,216.29654,13.607971,12750.0,3255.416428027704
273,2022-12-12 09:00:00,8.096081,218.67879,13.426117,10260.0,3257.8542781687083
274,2022-12-12 10:00:00,6.483224,239.57254,14.374542,8450.0,1682.3201993572115
275,2022-12-12 11:00:00,7.4570155,241.43307,14.368744,7210.0,2556.6605858193357
276,2022-12-12 12:00:00,8.182165,236.92404,14.255676,9840.0,3369.891372814518
277,2022-12-12 13:00:00,8.313202,236.14209,14.137421,6410.0,3529.9175988028715
278,2022-12-12 14:00:00,8.625631,237.14497,13.97937,5870.0,3934.5923127502256
279,2022-12-12 15:00:00,9.134725,235.44336,13.851501,7600.0,4659.723917023359
280,2022-12-12 16:00:00,9.3090515,236.34763,13.754456,7950.0,4919.112115626303
281,2022-12-12 17:00:00,9.660862,237.41599,13.467255,6750.0,5488.828915054688
282,2022-12-12 18:00:00,10.114693,237.2612,13.147247,6240.0,6293.887018456694
283,2022-12-12 19:00:00,10.259069,234.3637,13.056,5370.0,6548.853828715197
284,2022-12-12 20:00:00,10.392002,229.48979,13.183868,9220.0,6793.175830913197
285,2022-12-12 21:00:00,11.235891,226.1648,13.343872,8410.0,8576.095888177879
286,2022-12-12 22:00:00,10.685264,224.55766,14.939362,6950.0,7423.881100924099
287,2022-12-12 23:00:00,10.525778,233.34412,15.132751,7000.0,7104.4901574156665
288,2022-12-13 00:00:00,12.304159,235.15004,14.305145,6550.0,11260.864398723814
289,2022-12-13 01:00:00,13.899366,232.43661,13.874634,9300.0,15000.0
290,2022-12-13 02:00:00,13.899517,229.91473,13.698578,11500.0,15000.0
291,2022-12-13 03:00:00,13.396175,230.75435,13.363159,12650.0,14516.725121237047
292,2022-12-13 04:00:00,11.96747,240.97339,13.412628,12850.0,10324.305216632265
293,2022-12-13 05:00:00,11.657143,240.488,13.45697,5400.0,9533.860782262878
294,2022-12-13 06:00:00,11.466364,235.17288,13.311096,11100.0,9074.10039952651
295,2022-12-13 07:00:00,10.614695,231.14659,13.419708,11200.0,7202.157936390267
296,2022-12-13 08:00:00,9.373981,228.37009,13.540497,11980.0,4966.950588231004
297,2022-12-13 09:00:00,7.218307,215.37363,13.570709,8280.0,2272.7780907676433
298,2022-12-13 10:00:00,5.6303988,188.30365,13.606049,7820.0,1081.0564780386337
299,2022-12-13 11:00:00,5.737493,153.2244,13.209564,9060.0,1147.5613261363537
300,2022-12-13 12:00:00,5.8569226,129.6013,12.967346,8000.0,1225.7371568238004
301,2022-12-13 13:00:00,3.5796185,97.38569,13.040588,4940.0,280.4665905375358
302,2022-12-13 14:00:00,3.0715332,76.52833,12.631287,5050.0,176.7436281005114
303,2022-12-13 15:00:00,2.6758626,70.96969,12.340179,2060.0,116.84953912628791
304,2022-12-13 16:00:00,2.566962,80.31864,12.309998,850.0,103.24512932762113
305,2022-12-13 17:00:00,3.3106048,81.42386,12.245087,260.0,221.9279357276272
306,2022-12-13 18:00:00,4.2721457,74.578445,12.165405,40.0,478.12334000441473
307,2022-12-13 19:00:00,4.779333,67.96062,12.049103,70.0,671.1700992919832
308,2022-12-13 20:00:00,4.455522,63.73483,11.869843,150.0,545.0109033546635
309,2022-12-13 21:00:00,3.3990467,63.80684,11.659088,270.0,242.4762041348505
310,2022-12-13 22:00:00,5.7193723,118.07212,12.441711,1230.0,1157.093914316443
311,2022-12-13 23:00:00,6.961857,105.86581,11.504211,1500.0,2098.5633249163625
312,2022-12-14 00:00:00,7.5713825,95.2344,10.632904,2180.0,2712.521784180933
313,2022-12-14 01:00:00,7.5062227,84.79344,10.194031,1960.0,2651.8801054025084
314,2022-12-14 02:00:00,7.0015225,73.18466,10.046265,1430.0,2156.5036542915477
315,2022-12-14 03:00:00,5.5644345,60.409058,10.165131,1910.0,1083.8867401082482
316,2022-12-14 04:00:00,3.5422626,57.794434,10.360474,2290.0,279.777159717371
317,2022-12-14 05:00:00,3.0804174,59.177864,10.188904,2460.0,184.14846546115467
318,2022-12-14 06:00:00,2.3749218,55.905968,10.218475,2720.0,84.43826720009008
319,2022-12-14 07:00:00,1.5038794,66.676476,10.478699,3920.0,21.451275207701347
320,2022-12-14 08:00:00,1.1400479,110.75271,10.688171,2200.0,9.35182513254825
321,2022-12-14 09:00:00,1.2576038,126.43678,10.760132,590.0,12.560870060315427
322,2022-12-14 10:00:00,2.950456,172.90115,10.456848,50.0,162.49683917861373
323,2022-12-14 11:00:00,3.1022015,147.06891,10.291077,10.0,188.84408510225194
324,2022-12-14 12:00:00,3.0361404,119.08747,9.681915,10.0,176.74950265139867
